rank,tic,rank_in_star,t0,duration_h,depth_ppm,snr,edge_dist_h,n_in,tmag,teff,radius,window_d,max_dur_h,long_limited,hf_variable,var_period_d,var_amp_ppm,sigma_pt_ppm,crowdsap,ra,dec,crowded_time_bin,common_mode,n_coincident,n_coincident_expected,partial,n_dips_star,toi_match,toi_host,category,candidate,rp_rjup,planet_sized,tier
5565,88096309,1,1897.56,4,3373.88,17.2891,4.84275,8,10.9557,6174,1.80797,3,24,0,0,12.646,3186.02,472.717,0.944896,148.174,21.6399,True,False,5,2.15684,False,2,,,single,True,1.02191,True,B
5566,307988161,1,1893.86,3,10498.5,17.2855,0.157076,4,12.6588,5359,1.0085,3,24,0,0,,249.744,1252.59,0.972895,149.486,26.2036,False,False,0,1.18157,True,1,,,single_partial,True,1.00553,True,B
5572,147564229,1,1885.6,4,3316.86,17.2361,5.00491,8,10.6602,6465,1.70735,3,24,0,0,11.2758,454.939,455.858,0.990026,143.987,70.6698,False,False,1,1.63169,False,2,,,single,True,0.956849,True,A
5573,117124177,1,1891.47,4,5861.29,17.2226,108.003,7,11.7328,6920.13,2.3478,3,24,0,0,,170.515,723.423,0.981857,129.185,29.2091,False,False,2,1.51916,False,1,,,single,True,1.7491,True,A
5575,233191104,1,1886.52,24,1437.89,17.2121,30.6633,47,11.95,6301,2.0213,3,24,0,0,,142.47,880.84,0.810616,226.209,69.7565,False,False,4,1.38788,False,1,,,single,True,0.745849,True,A
5587,457134361,1,1886.35,24,5746.76,17.1619,28.5013,47,8.4692,5538.27,1.01584,3,24,0,0,4.80277,628.215,818.377,0.61643,140.666,50.6039,False,False,2,0.99402,False,3,,,single,True,0.749367,True,A
5590,149362687,1,1893.55,1.5,5660.71,17.1488,1.66748,3,10.7126,6537.66,1.52621,3,24,0,0,4.13509,215.949,431.434,0.962276,138.668,26.2148,False,False,4,1.91302,True,1,,,single_partial,True,1.1174,True,B
5596,188397390,1,1874.86,1.5,6714.56,17.1339,0.332894,3,11.6161,6381,1.80747,3,24,0,0,5.42491,192.77,704.512,0.92305,132.506,37.528,False,False,3,1.40663,True,1,,,single_partial,True,1.44124,True,B
5602,357045776,1,1886.35,24,5885.01,17.0957,24.1637,47,12.1555,6474.48,1.72336,3,24,0,0,2.88567,454.225,950.311,0.972579,274.446,55.0105,False,False,2,1.72547,False,2,,,single,True,1.28649,True,A
5604,219006397,2,1897.56,4,19431,17.0753,4.83926,8,12.2304,6158,1.21961,3,24,0,0,7.47692,1851,1549.58,0.858216,220.847,68.4262,True,False,2,1.05029,False,4,,,single,True,1.65434,True,B
5605,172531857,1,1875.5,2,6984.64,17.0692,116.667,4,11.8466,5789,1.09696,3,24,0,0,,148.445,811.014,0.99354,143.12,26.0261,False,False,3,2.15684,False,1,,,single,True,0.892114,True,A
5609,332064427,1,1873.38,3,14784.3,17.0517,65.6666,6,12.8814,5344.15,0.789346,1.25,10,1,0,3.32821,2554.94,1699.64,0.895085,133.161,28.8031,False,False,1,2.11933,False,1,,,single,True,0.933953,True,A
5610,446168743,1,1872.49,24,3409.36,17.0477,37,48,11.0346,4439,0.705737,3,24,0,0,3.0421,318.448,648.439,0.824511,201.436,81.1593,False,False,3,0.5,False,1,,,single,True,0.400993,True,A
5611,165891053,1,1897.08,3,9276.1,17.0427,16.4901,5,12.4773,5563.96,0.920672,3,24,0,0,,248.643,1343.69,0.80305,131.633,30.6971,False,False,8,2.66322,False,1,,,single,True,0.862869,True,A
5612,149919148,1,1871.96,24,936.44,17.0425,28.1666,48,11.1518,6069,1.25024,3,24,0,0,,100.095,540.135,0.910687,161.006,65.595,False,False,1,1.0878,False,1,,,single,True,0.372298,True,A
5616,126238253,1,1872.05,1.5,17177.2,17.0297,33.8333,3,12.8635,5509.36,0.868718,3,24,0,0,,370.501,1612.27,0.909436,133.512,28.6114,False,False,2,1.89426,False,1,,,single,True,1.10793,True,A
5618,229645768,1,1872.68,24,3831.14,17.0209,33.5,47,12.5031,5535,1.01425,3,24,0,0,8.27463,507.248,1225.15,0.883598,279.926,74.6181,False,False,3,1.53792,False,1,,,single,True,0.610895,True,A
5619,126322276,1,1881.63,6,7698.05,17.0176,-0.834716,8,12.6968,6041.06,1.26294,3,24,0,0,,278.887,1367.72,0.976797,135.302,29.4027,False,False,3,1.59418,True,1,,,single_partial,True,1.07828,True,B
5620,39051069,1,1873.38,6,9088.45,17.0145,0.66591,8,12.7336,6045.43,1.34583,3,24,0,0,13.5624,1571.04,1272.95,0.985488,138.555,40.6807,False,False,1,0.712693,True,1,,,single_partial,True,1.24851,True,B
5623,359555903,1,1878.66,6,6625.15,16.9991,125.834,12,12.3368,6257.89,1.40731,3,24,0,0,,226.389,1020.81,0.884262,279.55,55.5282,False,False,0,0.731448,False,2,,,single,True,1.11467,True,A
5625,203279672,1,1880.06,3,3234.56,16.9776,93.8355,6,10.7913,5725.32,1.84112,3,24,0,0,,104.654,450.62,0.99271,135.929,23.0745,False,False,4,0.918999,False,2,,,single,True,1.01894,True,A
5631,26972275,1,1891.02,1,12552.3,16.9575,0.154527,2,12.1819,5529,1.0656,3,24,0,0,8.02711,307.702,1134.81,0.987391,149.957,19.4792,False,False,0,1.59418,True,1,,,single_partial,True,1.16175,True,B
5635,219874385,1,1885.68,6,3993.75,16.9521,6.00024,12,10.0488,5470,1.64019,1.5,12,1,0,9.03471,8654.4,305.48,0.937476,260.272,70.5761,False,False,1,0.881489,False,1,,,single,True,1.00865,True,A
5639,229615783,1,1872.57,24,2619.68,16.9307,30.5,48,12.6208,5761,1.41498,3,24,0,0,,257.081,1247.3,0.928208,278.055,73.0727,False,False,2,0.918999,False,1,,,single,True,0.704744,True,A
5648,172935092,1,1878.7,1.5,8702.14,16.8734,126.664,2,11.725,6605.12,1.66278,3,24,0,0,,135.761,680.103,0.994728,129.126,34.5289,False,False,3,0.900244,False,1,,,single,True,1.5094,True,A
5652,26982771,1,1894.11,1.5,4961.24,16.8657,87.6778,3,10.9509,5727.35,1.13094,3,24,0,0,,86.8999,460.116,0.996189,150.159,22.1494,False,False,3,2.10057,False,1,,,single,True,0.775161,True,A
5657,232540918,1,1885.31,2,73592.1,16.8333,3.66256,4,12.9267,5136,0.947852,2,16,1,0,3.89289,6596.99,6108.33,0.976247,227.901,68.4099,False,False,4,1.2941,False,1,,,single,True,2.50215,False,B
5661,166553823,1,1879.79,4,5660.88,16.8139,100.333,8,11.7318,6412.31,2.40936,3,24,0,0,5.08408,261.449,748.191,0.988197,134.84,31.4253,False,False,2,1.89426,False,1,,,single,True,1.76401,True,A
5668,229593785,1,1872.51,24,5124.33,16.7829,37.5,48,11.3203,4475,0.743359,3,24,0,0,9.55348,1244.59,857.529,0.801844,272.949,72.7846,False,False,3,1.31286,False,1,,,single,True,0.517815,True,A
5672,26983504,1,1881.92,2,9273.53,16.7373,0.342562,3,11.9124,3581,0.497702,3,24,0,0,12.6461,2539.15,930.759,0.997985,150.179,18.7387,False,False,1,0.862734,True,2,,,single_partial,True,0.46639,True,B
5678,87975093,1,1891.81,2,10391.7,16.695,117.658,4,12.3666,5868,1.27522,3,24,0,0,,213.536,1145.72,0.862809,146.675,21.5689,False,False,2,2.56945,False,1,,,single,True,1.26499,True,A
5682,233739955,1,1893.09,2,2073.85,16.6733,111.999,4,9.52512,6135,1.89146,3,24,0,0,,41.3536,225.149,0.99008,278.101,63.3271,False,False,5,1.12531,False,1,,,single,True,0.838191,True,A
5683,252794218,1,1886.79,3,11906.2,16.6707,1.15589,5,12.8872,6503,1.6457,3,24,0,0,,256.942,1505.17,0.927563,164.872,42.0976,False,False,2,0.918999,True,1,,,single_partial,True,1.74741,True,B
5685,284992356,1,1877.63,4,12268.4,16.6552,152.335,5,12.8571,4199.15,0.622924,3,24,0,0,,209.738,1447.6,0.907481,137.298,28.9379,False,False,2,1.40663,False,1,,,single,True,0.671408,True,A
5686,450300195,1,1882.21,4,5917.48,16.6095,42.3361,8,12.3941,6060.93,1.34298,3,24,0,0,,173.566,1067.58,0.970248,143.249,38.0161,False,False,2,1.44414,False,1,,,single,True,1.0053,True,A
5695,142381553,1,1871.05,1.5,6012.68,16.5525,9.83324,3,11.3495,5815,1.08062,0.5,4,1,0,3.79056,9111.76,604.046,0.995292,196.382,63.918,True,False,0,0.506387,False,2,,,single,True,0.815388,True,B
5697,103743690,1,1871.15,4,9997.19,16.5477,12.1667,6,8.4337,5596,1.40944,3,24,0,0,5.36244,1104.71,499.266,0.990696,156.751,67.3702,True,False,0,0.806469,False,1,,,single,True,1.37133,True,B
5700,87950656,1,1872.25,6,8852.96,16.5293,38.6665,12,12.8927,5818.06,0.894578,3,24,0,0,11.3716,443.619,1599.35,0.916323,145.603,21.9228,False,False,3,2.19435,False,1,,,single,True,0.819068,True,A
5701,91901969,1,1887.27,4,4436.52,16.5254,8.66105,6,11.3845,6076,1.51903,3,24,0,0,,115.511,593.741,0.980886,142.443,23.3225,False,False,3,2.55069,False,1,,,single,True,0.984567,True,A
5704,241262291,1,1889.77,2,3408.65,16.492,68.1549,4,10.9025,6227,1.74766,3,24,0,0,,79.2877,442.693,0.998337,158.378,32.1136,False,False,0,0.5,False,1,,,single,True,0.9929,True,A
5705,289704914,1,1896.94,16,3286.71,16.4876,2.33916,26,11.7816,6189.79,1.72833,3,24,0,0,11.3716,223.043,790.387,0.967951,145.537,25.0141,True,False,0,1.01277,True,1,,,single_partial,True,0.964195,True,B
5710,198189972,1,1874.89,4,5969.78,16.4688,102.167,8,12.6541,5775,1.33728,3,24,0,0,,175.287,1116.23,0.973141,246.203,60.9655,False,False,1,0.525143,False,1,4117.01,4117.01,single,True,1.00545,True,A
5724,341687821,1,1889.77,8,1492.07,16.4356,112.162,16,10.2403,6204,1.34985,3,24,0,0,,59.402,319.117,0.996221,192.273,66.8937,False,False,0,0.5,False,1,,,single,True,0.507384,True,A
5728,126367367,1,1889.73,3,5123.65,16.4171,0.16609,4,11.4632,6464.18,1.13142,3,24,0,0,,125.793,634.405,0.985602,135.936,25.2075,False,False,2,2.68198,True,1,,,single_partial,True,0.788081,True,B
5729,286728127,1,1876.47,1.5,11478.8,16.4079,0.329585,3,12.0743,3874.52,0.7975,2.5,20,1,0,3.03242,519.059,1024.65,0.939751,143.033,23.2521,False,False,1,2.23186,True,1,,,single_partial,True,0.83145,True,B
5755,8941472,1,1878.42,8,5180.43,16.2792,131.841,16,12.5307,5778.6,1.291,3,24,0,0,,211.085,1172.27,0.869487,153.014,35.6927,False,False,1,1.10655,False,1,,,single,True,0.904204,True,A
5759,341707075,1,1891.77,1,12989.6,16.2689,143.836,2,12.6061,4167,1.0284,3,24,0,0,9.09726,261.226,1094.23,0.997558,193.771,68.9217,False,False,0,0.675183,False,1,,,single,True,1.14056,True,A
5762,87953383,1,1894.73,4,2004.44,16.2666,72.8405,8,9.8175,6592,1.40772,3,24,0,0,6.20272,112.914,229.772,0.997523,145.942,21.7689,False,False,1,2.32563,False,1,,,single,True,0.613297,True,A
5764,372758077,1,1894.76,2,5171.16,16.2618,71.9896,4,11.447,6016,1.15472,3,24,0,0,6.13153,170.168,558.979,0.894248,173.833,79.413,False,False,1,1.05029,False,1,4168.01,4168.01,single,True,0.808031,True,A
5782,450300191,1,1882.15,2,6540,16.1889,0.163692,3,11.6924,4303.87,0.875707,3,24,0,0,,137.991,678.089,0.973997,143.293,38.0359,False,False,2,1.63169,True,1,,,single_partial,True,0.689136,True,B
5787,318210939,1,1871.98,24,1089.1,16.1694,28.6667,48,11.9584,5554,0.938618,3,24,0,0,,135.246,798.791,0.987395,142.563,53.693,False,False,0,0.5,False,1,,,single,True,0.301426,True,A
5793,147576453,1,1888.12,16,1511.84,16.1403,19.0058,32,10.0699,6623,1.36671,3,24,0,0,7.13253,231.626,306.125,0.997268,144.499,70.543,False,False,5,1.93177,False,1,,,single,True,0.517115,True,A
5794,87976752,1,1891.19,4,2919.8,16.1389,102.658,8,11.1838,5347,0.877378,3,24,0,0,9.74714,178.295,521.591,0.996045,146.826,21.5943,False,False,2,2.60696,False,1,,,single,True,0.46134,True,A
5796,313276652,2,1883.75,4,20466.8,16.1157,4.83761,8,12.7461,4798,0.70259,2,16,1,0,2.62462,1275.87,2270.55,0.947812,213.072,68.1449,True,False,2,0.675183,False,3,,,single,True,0.978102,True,B
5797,288431886,1,1882.91,24,2359.81,16.1119,24.4943,47,10.6301,6446,1.93776,3,24,0,0,13.5622,408.079,431.677,0.989651,269.916,83.0005,False,False,1,0.95651,False,3,,,single,True,0.916,True,A
5799,239194780,1,1893.17,6,3317.86,16.1001,110.34,12,11.6774,6177,1.77434,3,24,0,0,,121.635,693.01,0.994366,146.413,24.6744,False,False,0,1.06904,False,1,,,single,True,0.994543,True,A
5800,149362098,1,1895.61,1.5,8883.75,16.0982,0.833035,3,12.0113,5310.63,0.812972,3,24,0,0,,174.388,964.422,0.977049,138.681,24.6775,False,False,1,1.65045,True,1,,,single_partial,True,0.745643,True,B
5809,86038173,1,1876.96,8,12657.1,16.0603,-0.663595,11,12.6187,5762.6,1.97688,1.25,10,1,0,2.06755,1094.23,1626.44,0.887129,139.312,23.7794,False,False,4,1.6692,True,1,,,single_partial,True,2.16424,False,B
5810,233177503,2,1897.52,6,23587.8,16.0547,5.8392,12,12.7196,4695,0.884584,3,24,0,0,9.56854,2319.65,2129.72,0.994316,217.407,68.3659,True,False,5,0.937754,False,2,,,single,True,1.32203,True,B
5811,239199900,1,1887.48,6,7213.16,16.0511,13.6575,11,12.6047,5950,2.15903,3,24,0,0,,258.428,1475.45,0.825027,148.653,23.6637,False,False,2,1.35037,False,1,,,single,True,1.78434,True,A
5813,88021495,1,1887.96,12,15168.7,16.0363,0.84225,16,12.5175,6368,1.25055,3,24,0,0,9.09734,1680.7,1314.84,0.980946,147.18,22.1325,False,False,0,2.36314,True,2,,,single_partial,True,1.49876,True,B
5817,117253664,1,1896.62,3,5147.72,15.9771,27.4902,5,11.3788,5878,0.954646,3,24,0,0,,140.954,565.156,0.993693,130.508,26.5044,False,False,1,2.41941,False,1,,,single,True,0.666511,True,A
5820,172897381,1,1888.79,3,8792.79,15.9544,43.004,5,12.3449,5873,0.889633,3,24,0,0,,245.837,1054.86,0.986633,128.401,29.8794,False,False,3,1.55667,False,1,,,single,True,0.811767,True,A
5821,139418174,1,1888.71,2,8297.97,15.9531,42.6576,4,12.5308,6097,1.22901,3,24,0,0,,178.908,1165.71,0.994805,154.229,34.1866,False,False,0,0.99402,False,1,,,single,True,1.08943,True,A
5823,219858246,1,1883.73,6,5502.64,15.9489,5.83494,12,11.676,5602,0.777694,3,24,0,0,6.45836,352.389,810.71,0.803441,257.408,67.3732,True,False,4,1.4629,False,1,,,single,True,0.561373,True,B
5829,284867505,1,1897.5,6,52469.3,15.9184,6.48938,12,9.5611,5268,0.845298,1.5,12,1,0,7.78786,27186.9,4694.98,0.249981,132.066,34.6043,False,False,2,1.21908,False,1,,,single,True,1.88417,True,A
5831,67651371,1,1888.65,3,5308.78,15.9147,41.1624,6,11.9672,5515.58,0.859857,3,24,0,0,,171.004,767.858,0.992758,148.115,40.1677,False,False,0,0.656428,False,1,,,single,True,0.609651,True,A
5835,160346553,1,1871.05,1.5,3081.03,15.9028,9.83316,3,9.3588,5693.87,0.879045,0.5,4,1,0,2.52706,4326.94,273.323,0.99251,156.23,30.1866,True,False,4,0.581408,False,2,,,single,True,0.474807,True,B
5844,332108930,1,1891.83,4,10821.1,15.8348,117.5,7,12.9193,5445,0.96459,3,24,0,0,,328.013,1641.29,0.960334,133.158,25.0716,False,False,3,2.45692,False,1,,,single,True,0.976418,True,A
5845,160333747,1,1896.94,16,606.106,15.8319,19.8461,32,8.64161,5940.66,2.02515,3,24,0,0,,31.2083,148.163,0.975832,156.01,30.2038,True,False,0,0.600163,False,1,,,single,True,0.485165,True,B
5846,241259532,1,1890.61,1,20269.3,15.8317,88.1551,2,12.9244,6005.19,1.57398,3,24,0,0,13.6461,449.85,1685.02,0.835543,158.02,32.1065,False,False,1,0.506387,False,1,,,single,True,2.1806,False,B
5851,126238057,1,1883.71,6,3988.32,15.8067,6.33353,12,10.3834,5094.09,0.733515,1.5,12,1,0,9.09712,7672.99,325.851,0.996791,133.488,27.7359,True,False,2,1.42539,False,1,,,single,True,0.450777,True,B
5852,233739944,1,1893.16,4,4373.76,15.8019,110.499,8,11.9098,6027,1.41763,3,24,0,0,,138.943,763.048,0.983312,278.136,63.3534,False,False,5,1.10655,False,1,,,single,True,0.912322,True,A
5855,85285476,1,1891.69,2,3836.84,15.7846,114.158,4,11.1326,3963.85,0.754039,3,24,0,0,9.74715,166.693,485.587,0.97481,153.413,34.2822,False,False,1,0.99402,False,1,,,single,True,0.454504,True,A
5856,288160753,1,1897.05,2,11680.6,15.7808,16.9951,4,12.6292,5067,0.812302,3,24,0,0,6.16473,839.691,1167.31,0.910491,221.282,77.9309,False,False,0,0.5,False,1,,,single,True,0.854296,True,A
5862,160297545,1,1872.93,24,3397.38,15.7604,47.5,47,10.4072,6084,1.02193,3,24,0,0,8.34624,814.098,578.559,0.813675,187.076,79.2157,False,False,1,1.01277,False,2,,,single,True,0.57963,True,A
5874,16780067,1,1897.54,4,10806.5,15.6716,5.49725,8,9.9173,4923,0.738533,2,16,1,0,6.09373,1978.11,682.197,0.798132,141.827,36.4861,True,False,2,1.27535,False,1,,,single,True,0.747086,True,B
5875,9300154,1,1883.55,1.5,11235.7,15.6671,10.1676,3,12.6824,5809.11,1.25208,3,24,0,0,,194.034,1223.34,0.972971,138.226,36.0865,True,False,1,1.72547,False,1,,,single,True,1.29149,True,B
5877,202441153,1,1890.83,6,5689.9,15.6628,137.661,12,12.7594,4885,0.683058,3,24,0,0,,258.391,1202.77,0.986159,227.743,65.0529,False,False,2,1.31286,False,1,,,single,True,0.501381,True,A
5879,82222884,1,1897.04,12,6473.35,15.6526,17.3424,24,10.1549,5240.06,0.747789,1.5,12,1,0,4.132,2086.34,657.648,0.517129,150.722,27.3649,False,False,0,1.61294,False,1,,,single,True,0.585465,True,A
5881,159298678,1,1895.14,24,1226.05,15.6446,62.9923,48,11.3757,5645,0.955598,3,24,0,0,,99.1905,538.796,0.990393,229.942,80.2893,False,False,0,0.5,False,1,,,single,True,0.325602,True,A
5887,117415796,1,1877.81,1,10903.3,15.6149,79.1657,2,11.9497,6209.35,2.17815,3,24,0,0,5.24833,447.822,808.398,0.997584,132.867,28.9185,False,False,3,2.00679,False,2,,,single,True,2.21321,False,B
5891,353853523,1,1871.04,1.5,18387.8,15.5962,9.83333,3,10.8714,5663,1.35468,2.5,20,1,0,5.58598,1830.73,1292.38,0.556929,271.089,59.9191,True,False,3,0.787714,False,1,,,single,True,1.78755,True,B
5895,126234588,1,1891.31,2,3999.63,15.5653,0.00198045,3,10.6966,6770,1.94279,3,24,0,0,6.49795,185.302,389.836,0.995059,133.319,25.0268,False,False,5,2.34439,True,1,,,single_partial,True,1.19562,True,B
5896,39065677,1,1883.36,6,4513.14,15.555,14.8339,12,12.1679,5293.47,0.894265,3,24,0,0,,189.691,914.408,0.860552,139.114,40.1066,False,False,2,0.900244,False,1,,,single,True,0.584606,True,A
5897,230013312,1,1897.49,6,3483.46,15.5391,6.49309,12,11.5882,3799,0.628849,3,24,0,0,13.3853,229.622,635.251,0.965637,291.155,64.4169,False,False,3,1.55667,False,1,,,single,True,0.361168,True,A
5900,88046736,1,1894.46,1,17305.3,15.5245,0.656341,2,12.453,6196,1.24764,3,24,0,0,13.646,1486.19,1163.35,0.997535,147.601,19.7726,False,False,3,1.38788,True,1,,,single_partial,True,1.59712,True,B
5905,91899526,1,1888.16,1.5,10248.3,15.4878,0.827704,3,12.1811,4371,1.05472,3,24,0,0,,253.371,1010.95,0.990933,142.328,23.1338,False,False,3,2.53194,True,1,,,single_partial,True,1.03901,True,B
5923,173002391,1,1879.67,4,7284.81,15.3952,103.34,7,12.7865,5941,0.991754,3,24,0,0,,230.698,1246.59,0.965939,150.467,34.4462,False,False,0,0.525143,False,1,,,single,True,0.823703,True,A
5924,26957262,1,1876.63,3,2773.94,15.394,143.667,6,10.661,6406,1.49234,3,24,0,0,,74.9558,383.044,0.961894,149.537,20.9652,False,False,5,2.13808,False,1,,,single,True,0.764845,True,A
5930,233432524,1,1887.4,6,4444.83,15.3373,11.6582,11,12.4028,5941,1.45427,3,24,0,0,,172.477,1044.61,0.997853,147.623,24.0417,False,False,2,1.23784,False,1,,,single,True,0.943475,True,A
5934,26983065,1,1875.71,3,48320.3,15.3193,0.338209,4,12.8879,6047,1.07485,2,16,1,0,7.58116,6821.37,1786.62,0.982572,150.215,20.6989,False,False,2,1.96928,True,1,,,single_partial,True,2.29917,False,B
5940,117280584,1,1883.77,3,7695.34,15.297,4.99888,6,12.4385,6130,1.78088,3,24,0,0,,215.788,1177.64,0.810199,131.177,29.0379,False,False,4,1.68796,False,1,,,single,True,1.52022,True,A
5941,258389327,1,1877.67,1.5,7194.41,15.2962,151.161,3,11.8248,6180,1.68106,3,24,0,0,6.38381,213.056,777.279,0.96493,296.71,70.0719,False,False,0,1.01277,False,1,2271.01,2271.01,single,True,1.38752,True,A
5944,86119030,1,1896.61,3,5491.1,15.2826,27.8343,5,11.8432,5921.29,1.27241,3,24,0,0,11.3715,209.077,817.458,0.953912,140.405,23.6736,False,False,0,1.74422,False,1,,,single,True,0.917517,True,A
5951,389917321,1,1883.7,4,211400,15.236,4.83446,8,7.4496,6271,1.15108,1.25,10,1,0,5.04246,77428.9,21827.7,0.945958,275.977,58.8018,True,False,2,0.656428,False,2,,,single,True,5.1501,False,B
5953,233535064,1,1874.76,4,9892.22,15.2336,99,8,12.32,6158,1.20626,2,16,1,0,6.16477,3020.26,1042.61,0.954532,280.728,61.5538,False,False,3,0.581408,False,1,,,single,True,1.16747,True,A
5964,88659498,1,1891.02,6,6495.29,15.1798,98.1591,12,12.9932,5738,1.263,3,24,0,0,,270.763,1591.42,0.971421,152.586,36.4368,False,False,0,1.14406,False,1,,,single,True,0.990513,True,A
5967,232641326,1,1881.31,3,12918,15.159,62.3337,6,11.5816,7013,1.63559,1,8,1,0,1.81528,848.844,703.579,0.939251,281.449,56.3817,False,False,0,0.862734,False,1,1874.01,1874.01,single,True,1.80896,True,A
5981,394049698,1,1872.16,24,2096.47,15.0995,33,48,11.8055,5810,1.27515,3,24,0,0,6.74465,256.323,757.897,0.945393,283.032,80.9495,False,False,0,0.581408,False,1,,,single,True,0.568149,True,A
5982,237253009,1,1871.14,4,11592.7,15.0986,11.5,6,10.5923,7284,1.36464,2.5,20,1,0,5.28739,1326.33,812.014,0.832707,298.268,73.3176,True,False,1,0.656428,False,1,,,single,True,1.42978,True,B
5989,26971124,1,1890.23,4,9287.29,15.0721,79.6566,8,12.7838,6290.1,1.59699,3,24,0,0,,328.328,1579.52,0.951328,149.898,22.734,False,False,2,1.95053,False,1,,,single,True,1.49763,True,A
5991,233571599,1,1876.22,24,530.936,15.0664,134,47,9.70202,6320,1.26428,3,24,0,0,,60.8574,253.574,0.980128,281.923,62.0198,False,False,2,0.768959,False,1,,,single,True,0.283479,True,A
5992,308015930,1,1888.54,6,2677.48,15.0639,39.1572,12,11.3998,5894.22,1.45482,3,24,0,0,,95.4174,563.416,0.995232,149.918,25.1084,False,False,0,1.0878,False,1,,,single,True,0.732537,True,A
6001,155559539,1,1889.79,2,3019.94,15.0389,1.34394,4,9.41643,6191,1.11451,3,24,0,0,2.6757,149.779,303.685,0.518037,158.321,37.6736,False,False,2,0.99402,True,1,,,single_partial,True,0.595992,True,B
6004,165498405,1,1886.43,24,1804.59,15.0309,24.1618,47,12.231,5737.65,1.06028,3,24,0,0,,214.947,960.128,0.864528,265.113,56.7712,False,False,1,0.937754,False,1,,,single,True,0.438296,True,A
6006,417838087,1,1897.49,6,2136.51,15.0305,6.49166,12,10.7945,3919,0.637562,3,24,0,0,11.0936,109.343,438.344,0.992773,146.884,60.7916,False,False,3,0.618918,False,1,,,single,True,0.286769,True,A
6008,87952415,1,1895.56,1,5359.25,15.0253,52.8403,2,11.2036,5835,0.994759,3,24,0,0,,106.382,489.49,0.994989,145.735,21.7282,False,False,4,2.26937,False,1,,,single,True,0.708643,True,A
6010,88047524,1,1897.52,6,2458.74,15.0225,5.84155,12,10.0805,4932,0.720434,1.5,12,1,0,9.09039,7342.43,313.669,0.922747,147.538,23.0083,True,False,3,2.00679,False,1,,,single,True,0.347623,True,B
6015,165857985,1,1895.97,6,4177.92,15.0034,42.9895,12,12.0314,6239.23,1.33746,3,24,0,0,,213.995,884.808,0.99109,130.849,30.3863,False,False,6,2.94455,False,1,,,single,True,0.841237,True,A
6023,39077021,1,1895.54,2,5599.81,14.9327,53.3387,4,11.7312,5775,0.889417,3,24,0,0,,118.185,697.399,0.996384,151.266,37.0549,False,False,1,1.25659,False,1,,,single,True,0.647664,True,A
6030,117272513,1,1896.2,6,6959.51,14.9181,0.99177,8,11.9258,6019.15,1.1324,3,24,0,0,13.6456,2927,866.508,0.975463,130.578,26.5229,False,False,6,2.45692,True,1,,,single_partial,True,0.919278,True,B
6034,117250562,1,1875.59,3,8321.24,14.8949,93.6664,6,12.2468,6226.28,1.25806,3,24,0,0,0.470539,396.269,1092.94,0.953462,130.348,27.2455,False,False,2,1.838,False,1,,,single,True,1.11674,True,A
6035,307960390,1,1883.61,6,3704.59,14.8929,4.34109,12,12.1591,5743.97,1.30805,3,24,0,0,,211.913,910.828,0.981096,149.159,26.8465,True,False,1,1.21908,False,1,,,single,True,0.774733,True,B
6042,159464225,1,1883.7,6,3533.31,14.8759,6.49788,12,10.8435,5842,0.942038,1.5,12,1,0,8.0085,6891.16,389.418,0.991055,244.427,78.0157,True,False,0,0.787714,False,1,,,single,True,0.5449,True,B
6047,229438906,1,1883.7,6,15095.1,14.853,6.49625,12,9.43944,7730,1.72997,3,24,0,0,7.97174,1940.16,2050.25,0.566937,293.487,60.2714,True,False,3,0.937754,False,1,,,single,True,2.0683,False,B
6049,458481611,1,1880.69,6,6373.96,14.8468,78.839,12,12.9454,4911,0.795305,3,24,0,0,,239.961,1308.17,0.983807,233.48,64.6475,False,False,1,1.20033,False,1,5722.01,5722.01,single,True,0.617868,True,A
6050,66681996,1,1887.13,24,2372.71,14.8441,5.16553,34,12.0021,5859,1.53499,3,24,0,0,8.00855,532.272,864.175,0.865409,154.991,57.9011,False,False,0,0.5,True,1,,,single_partial,True,0.727588,True,B
6054,26985007,1,1883.81,2,19524.7,14.825,3.84243,4,12.9275,4734,0.73115,3,24,0,0,8.01484,2206.34,1575.98,0.962173,150.469,22.9425,False,False,1,1.44414,False,1,,,single,True,0.99416,True,A
6055,224289450,1,1897.61,1.5,53862.2,14.8169,3.67968,3,10.8169,3281,0.259268,2.5,20,1,0,7.9781,9699.35,4058.12,0.0999059,183.088,54.4898,True,False,0,0.5,False,1,,,single,True,0.585529,True,B
6057,88115150,1,1897.42,6,3897.62,14.8124,5.34368,12,10.4292,3423,0.40316,3,24,0,0,9.74718,421.14,386.434,0.998567,148.565,20.4258,False,False,7,1.87551,False,1,,,single,True,0.244926,True,A
6058,87952426,1,1895.4,1,4191.39,14.8071,56.8403,2,9.8113,5705,1.1047,3,24,0,0,7.5811,404.428,247.414,0.99579,145.748,21.7785,False,False,3,2.30688,False,1,,,single,True,0.695954,True,A
6061,136950916,1,1894.69,1,8556.77,14.7999,73.8466,2,11.8752,5375.94,0.955591,3,24,0,0,,123.636,798.876,0.880159,174.36,49.8506,False,False,0,0.5,False,1,,,single,True,0.86017,True,A
6067,27064929,1,1892.25,6,7252.06,14.7632,128.155,12,12.6586,5265.12,0.857072,3,24,0,0,,274.725,1460.78,0.949692,151.61,20.7927,False,False,1,0.99402,False,1,,,single,True,0.710241,True,A
