rank,tic,rank_in_star,t0,duration_h,depth_ppm,snr,edge_dist_h,n_in,tmag,teff,radius,window_d,max_dur_h,long_limited,hf_variable,var_period_d,var_amp_ppm,sigma_pt_ppm,crowdsap,ra,dec,crowded_time_bin,common_mode,n_coincident,n_coincident_expected,partial,n_dips_star,toi_match,toi_host,category,candidate,rp_rjup,planet_sized,tier
7824,284896335,1,1897.08,4,5909.01,9.80266,16.4906,8,12.8257,5551.92,1.15976,3,24,0,0,,271.492,1477.44,0.993775,132.501,31.6749,False,False,9,2.66322,False,1,,,single,True,0.867527,True,A
7825,56912737,3,1873.31,1,1770.79,9.80065,64.1666,2,9.56358,6378.18,1.42182,3,24,0,0,8.52854,87.218,222.242,0.997666,139.354,47.2726,False,False,0,0.5,False,3,,,secondary,False,0.582217,True,
7826,126238808,1,1888.85,2,4237,9.79966,46.0007,4,11.9682,5730.94,1.13918,3,24,0,0,5.9329,266.859,799.477,0.964863,133.699,28.6452,False,False,2,1.96928,False,1,,,single,True,0.721571,True,A
7827,233507691,1,1897.56,4,1338.44,9.79964,4.84329,8,9.9055,4411,0.719323,3,24,0,0,10.4329,142.871,249.116,0.97941,270.266,53.4766,True,False,1,0.843979,False,1,,,single,True,0.256083,True,B
7828,172517054,9,1882.88,1,9172.57,9.79913,26.3385,2,12.4088,6240,1.68272,3,24,0,0,0.406128,478.609,1254.58,0.943824,142.553,24.547,False,False,7,2.49443,False,10,,,repeating,False,1.56825,True,
7829,219822382,1,1883.73,3,4396.16,9.79882,4.3344,6,10.0766,5248,0.916778,3,24,0,0,10.4728,539.796,768.088,0.266302,268.07,64.2359,True,False,0,0.600163,False,1,,,single,True,0.591505,True,B
7830,147564229,2,1871.26,8,1555.88,9.79616,14.5,14,10.6602,6465,1.70735,3,24,0,0,11.2758,454.939,455.858,0.990026,143.987,70.6698,True,True,18,1.63169,False,2,,,common_mode,False,0.655342,True,
7831,256927844,1,1883.72,4,3912.39,9.7951,5.99358,8,12.3492,5984,1.63836,3,24,0,0,,209.91,1102.37,0.904047,301.851,65.7105,True,False,4,1.36912,False,3,,,repeating,False,0.997213,True,
7832,160518447,10,1885.82,3,4721.11,9.79391,13.5002,6,12.1581,6085,1.38244,0.5,4,1,0,1.13021,1159.54,972.536,0.914154,240.063,74.4574,False,False,1,0.750204,False,10,,,repeating,False,0.924327,True,
7833,332145642,1,1882.33,6,1546.46,9.79382,39.498,12,11.0251,6079.41,2.73136,3,24,0,0,,92.2074,477.789,0.989611,130.234,31.8145,False,False,0,2.64447,False,1,,,single,True,1.04522,True,A
7834,252464751,1,1876.31,16,478.104,9.79088,136.167,32,8.61986,6659,1.84622,3,24,0,0,,39.6471,185.626,0.976146,149.799,50.9831,False,False,1,0.675183,False,1,,,single,True,0.392828,True,A
7835,264173786,1,1897.59,1.5,1491.93,9.78735,4.15513,3,8.4421,5214,0.883768,3,24,0,0,12.3293,177.1,158.983,0.960238,294.473,71.5429,True,False,1,1.05029,False,1,,,single,True,0.332177,True,B
7836,117506588,1,1881.4,4,5550.56,9.78685,61.8364,8,12.7873,5117.97,0.811268,3,24,0,0,,275.245,1647,0.91051,138.067,24.3621,False,False,5,1.76298,False,1,,,single,True,0.588153,True,A
7837,1102653152,1,1883.74,4,4103.65,9.78553,5.49802,8,10.6087,6958,3.34067,3,24,0,0,3.02543,332.92,489.504,0.805747,232.399,78.7477,True,False,0,0.5,False,1,,,single,True,2.08246,False,B
7838,147950283,8,1883.56,2,7178.18,9.78519,9.83388,4,12.8257,4703,0.80409,3,24,0,0,0.837163,482.175,1488.21,0.953765,167.74,68.0373,True,False,3,1.14406,False,10,,,repeating,False,0.662932,True,
7839,236936941,2,1871.41,2,3614.24,9.78361,4.5,4,11.1107,6339,1.02055,3,24,0,0,6.03208,344.129,519.88,0.971847,304.514,63.9631,True,False,6,1.74422,False,2,,,repeating,False,0.597036,True,
7840,149468817,1,1876.75,3,7407.74,9.7818,146.667,5,12.9019,4409,0.691743,3,24,0,0,,279.213,1639.28,0.993285,141.496,25.4869,False,False,5,1.87551,False,1,,,single,True,0.579355,True,A
7841,138541814,2,1894.22,1,347083,9.78141,84.9949,2,12.9133,6049,1.46575,3,24,0,1,0.372593,50170.5,9593.94,0.975641,158.809,65.511,False,False,2,0.900244,False,10,,,repeating,False,8.40299,False,
7842,406758801,2,1880.61,24,2491.01,9.7808,80.1739,48,12.5855,5754,1.24651,3,24,0,0,13.6356,1494.12,1185.03,0.988338,161.452,45.4409,False,False,1,0.975265,False,2,,,secondary,False,0.605398,True,
7843,165858575,1,1895.47,8,3435.68,9.78078,54.9896,16,12.4193,7316,1.82342,1,8,1,0,0.435962,543.749,1119.06,0.98773,130.991,30.4006,False,False,1,2.94455,False,1,,,single,True,1.04004,True,A
7844,332172557,1,1873.25,3,3265.09,9.77995,1.66551,5,11.8268,6130.48,1.41219,3,24,0,0,,111.437,732.382,0.995587,138.616,32.0093,False,False,0,1.20033,True,1,,,single_partial,True,0.785232,True,B
7845,229977943,6,1878.45,4,19847.4,9.77629,132.497,8,12.2824,5085,1.01459,0.5,4,1,1,1.78041,11757.9,1517.93,0.883415,290.312,62.8308,False,False,2,1.74422,False,6,,,secondary,False,1.39091,True,
7846,138541814,3,1880.81,1,346896,9.77613,75.8332,2,12.9133,6049,1.46575,3,24,0,1,0.372593,50170.5,9593.94,0.975641,158.809,65.511,False,False,1,0.900244,False,10,,,repeating,False,8.40073,False,
7847,285082876,1,1887.52,8,2217.63,9.77586,12.5022,15,12.348,6098.99,1.26883,3,24,0,0,,163.996,998.303,0.989698,133.288,35.1648,False,False,2,1.21908,False,1,,,single,True,0.581441,True,A
7848,202294409,1,1886.4,24,1953.06,9.7758,0.842274,36,12.5345,6284.35,1.20706,3,24,0,0,,192.812,1153.39,0.997789,174.903,53.1038,False,False,1,0.5,True,1,,,single_partial,True,0.519092,True,B
7849,26925537,3,1897.32,1.5,24340.2,9.77472,10.6779,3,10.6399,4032,0.670791,0.75,6,1,0,2.06895,5793.66,3466.99,0.587152,149.437,20.1659,False,False,4,2.00679,False,3,,,repeating,False,1.01837,True,
7850,8677671,9,1888.19,1,542396,9.7693,30.1656,2,10.0186,6644.48,1.68008,3,24,0,1,0.559252,87670.6,26570.6,0.952482,137.453,30.4269,False,False,0,0.95651,False,10,,,repeating,False,12.0405,False,
7851,138541814,4,1883.79,1,346601,9.76782,4.4999,2,12.9133,6049,1.46575,3,24,0,1,0.372593,50170.5,9593.94,0.975641,158.809,65.511,False,False,1,0.900244,False,10,,,repeating,False,8.39716,False,
